unnamed:_0.1,unnamed:_0,fat,saturated_fats,monounsaturated_fats,polyunsaturated_fats,carbohydrates,sugars,protein,dietary_fiber,cholesterol,sodium,water,vitamin_a,vitamin_b1,vitamin_b11,vitamin_b12,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,zinc,nutrition_density,data_group,food_name,calories
369,369,123.8,51.2,53.0,4.5,0.0,0.0,73.8,0.0,322.1,0.2,247.3,0.0,0.4,0.017,0.061,0.6,11.8,1.5,1.3,0.0,0.0,0.0,0.0,36.3,0.3,7.8,72.6,0.045,694.0,1179.4,0.067,17.0,241.7,group3,beef rib raw,1433
370,370,5.1,2.2,2.3,0.2,2.2,1.8,6.6,0.4,9.6,0.4,4.7,0.0,0.059,0.093,0.061,0.084,0.3,0.045,0.048,0.0,0.022,0.018,0.081,4.0,0.029,1.1,10.2,0.072,81.4,119.4,0.046,1.6,19.4,group3,beef jerky,82
371,371,3.9,1.6,1.9,0.2,0.2,0.0,3.5,0.0,13.4,0.3,3.0,0.0,0.077,0.02,0.001,0.034,0.7,0.085,0.013,0.0,0.025,0.05,0.016,1.0,0.06,0.4,3.1,0.097,26.7,46.6,0.023,0.7,9.0,group3,beef breakfast strips cooked,51
372,372,4.6,1.6,2.2,0.5,2.6,0.0,3.3,0.0,10.6,0.3,16.3,0.019,0.097,0.069,0.03,0.071,0.5,0.2,0.073,0.0,0.024,0.031,0.065,30.5,0.023,0.2,5.3,0.015,35.6,83.2,0.087,0.4,41.265,group3,pork olive loaf,66
373,373,0.9,0.4,0.4,0.034,0.0,0.0,5.3,0.0,9.5,0.4,20.9,0.0,0.01,0.027,0.068,0.094,1.4,0.2,0.078,0.0,0.0,0.0,0.0,2.8,0.1,1.0,5.0,0.058,38.9,112.6,0.032,1.0,10.0,group3,beef luncheon meat jellied,31
374,374,1.8,0.5,0.6,0.5,0.5,1.0,4.6,0.062,19.4,0.3,20.4,0.057,0.044,0.035,0.043,0.071,1.0,0.2,0.021,2.3,0.003,0.058,0.0,3.1,0.023,1.2,4.0,0.055,57.0,98.3,0.014,0.6,13.579,group3,turkey pastrami,38
375,375,3.4,1.2,1.6,0.4,0.2,0.0,2.3,0.0,7.9,0.2,3.6,0.0,0.056,0.094,0.035,0.072,0.6,0.1,0.072,0.0,0.0,0.0,0.0,1.3,0.077,0.1,2.2,0.042,22.9,37.8,0.041,0.4,7.3,group3,pork salami,41
376,376,2.0,0.6,0.9,0.2,0.5,0.0,5.9,0.0,14.3,0.3,19.1,0.0,0.2,0.04,0.017,0.093,1.8,0.1,0.1,0.0,0.004,0.035,0.0,2.3,0.069,0.2,4.8,0.006,69.3,98.0,0.082,0.4,10.9,group3,canadian style bacon raw,45
377,377,3.6,1.3,1.7,0.3,2.6,2.6,9.9,0.0,26.2,0.4,38.4,0.0,0.2,0.046,0.028,0.2,1.8,0.4,0.2,0.0,0.021,0.1,0.048,30.8,0.085,0.6,11.4,0.002,96.9,224.6,0.038,1.8,47.5,group3,honey loaf,85
378,378,3.1,1.1,1.4,0.5,0.076,0.008,2.1,0.0,10.6,0.2,4.0,0.093,0.086,0.042,0.0,0.042,0.096,0.6,0.1,0.032,0.0,0.059,0.088,0.0,2.4,0.042,0.1,2.0,0.06,18.8,35.6,0.06,5.334,group3,pork beef salami,37
379,379,7.4,2.8,3.2,0.3,1.6,1.3,4.6,0.0,18.0,0.3,15.6,0.078,0.058,0.072,0.06,0.031,0.8,0.1,0.099,0.2,0.045,0.0,0.002,25.5,0.081,0.4,5.1,0.027,48.9,94.5,0.093,0.7,39.702,group3,beef pork bologna,92
380,380,3.2,1.1,1.4,0.3,0.3,0.1,2.7,0.0,10.9,0.2,5.6,0.0,0.079,0.039,0.014,0.007,0.7,0.1,0.001,0.0,0.09,0.075,0.048,1.8,0.071,0.2,2.3,0.1,23.5,38.9,0.022,0.4,8.2,group3,pork beef salami cooked,41
381,381,8.4,2.9,3.8,1.3,0.2,0.0,2.7,0.0,15.6,0.2,10.7,0.0,0.1,0.047,0.066,0.049,0.8,0.1,0.084,6.1,0.0,0.0,0.0,1.8,0.057,0.2,2.7,0.034,31.0,46.1,0.037,0.4,19.4,group3,pork breakfast strips raw,88
382,382,6.1,2.0,2.7,1.1,3.2,3.2,4.3,0.6,22.0,0.4,22.9,0.007,0.1,0.093,0.063,0.065,0.9,0.2,0.2,3.0,0.079,0.2,0.036,41.4,0.005,0.5,12.9,0.024,58.1,141.0,0.047,0.6,59.105,group3,pickle pimiento loaf,86
383,383,1.3,0.4,0.7,0.1,1.4,0.0,5.2,0.0,10.1,0.3,19.1,0.0,0.2,0.055,0.055,0.033,1.0,0.1,0.011,0.0,0.08,0.0,0.0,10.1,0.015,0.3,5.6,0.004,51.8,105.6,0.009,0.9,18.3,group3,luxury loaf,39
384,384,3.8,1.4,1.7,0.5,0.5,0.0,2.5,0.0,8.4,0.2,7.8,0.0,0.07,0.015,0.011,0.089,0.4,0.084,0.094,0.0,0.021,0.067,0.018,2.7,0.032,0.2,1.7,0.098,14.6,24.5,0.036,0.3,9.7,group3,mortadella,47
385,385,5.6,1.9,2.7,0.6,0.2,0.0,4.3,0.0,16.5,0.3,17.0,0.0,0.1,0.077,0.087,0.077,1.1,0.2,0.096,0.0,0.032,0.035,0.04,3.1,0.099,0.2,3.9,0.092,38.9,78.7,0.023,0.6,13.4,group3,pork bologna,69
386,386,0.5,0.1,0.2,0.1,0.081,0.063,1.0,0.054,3.8,0.023,3.4,0.085,0.068,0.036,0.048,0.075,0.2,0.061,0.001,0.0,0.057,0.017,0.094,2.0,0.026,0.026,1.1,0.025,13.3,10.8,0.072,0.1,3.796,group3,turkey salami cooked,9
387,387,0.9,0.3,0.3,0.053,0.0,0.0,0.5,0.0,2.1,0.09,0.6,0.0,0.088,0.07,0.032,0.014,0.026,0.07,0.006,0.097,0.04,0.0,0.043,0.4,0.009,0.035,0.4,0.014,3.5,5.6,0.035,0.027,1.902,group3,pepperoni beef,10
388,388,1.8,0.6,0.9,0.1,1.3,1.3,4.9,0.0,13.1,0.2,19.2,0.0,0.1,0.064,0.012,0.005,0.9,0.2,0.081,0.0,0.079,0.084,0.032,15.4,0.047,0.3,5.7,0.046,48.5,112.3,0.059,0.9,23.7,group3,peppered loaf,42
389,389,0.3,0.1,0.1,0.013,0.0,0.0,1.8,0.0,3.2,0.1,6.9,0.0,0.057,0.095,0.5,0.067,0.4,0.007,0.054,0.0,0.026,0.059,0.076,0.9,0.011,0.3,1.7,0.054,12.9,37.4,0.055,0.3,3.3,group3,luncheon meat beef,10
390,390,6.0,1.6,2.5,0.1,0.3,0.0,10.8,0.0,31.4,0.8,37.5,0.052,0.066,0.024,0.093,0.051,1.8,0.2,0.2,0.5,0.065,0.3,0.073,11.4,0.093,1.2,11.4,0.002,109.4,188.1,0.059,2.2,30.243,group3,lebanon bologna,98
391,391,8.6,2.8,3.7,1.2,1.2,0.0,2.9,0.0,24.4,0.3,14.2,0.01,0.094,0.081,0.001,0.041,1.0,0.2,0.081,3.7,0.0,0.2,0.048,54.9,0.056,0.3,4.5,0.042,62.4,45.4,0.0,0.3,71.678,group3,chicken pork bologna,94
392,392,1.9,0.6,0.6,0.5,0.6,0.0,4.9,0.0,14.9,0.1,18.9,0.0,0.038,0.072,0.075,0.013,1.3,0.2,0.089,0.0,0.075,0.009,0.0,8.6,0.088,0.4,4.9,0.085,45.4,72.9,0.049,0.5,16.4,group3,turkey roll,40
393,393,5.8,2.6,2.8,0.3,0.5,0.4,3.3,0.0,18.5,0.3,15.6,0.0,0.046,0.036,0.012,0.099,0.8,0.2,0.051,0.0,0.044,0.093,0.082,1.6,0.014,0.6,3.4,0.083,53.3,48.9,0.088,0.5,11.8,group3,beef salami cooked,68
394,394,12.7,4.4,0.0,0.0,0.8,0.0,8.3,0.0,35.8,0.5,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,33.0,group3,yachtwurst cooked,150
395,395,3.7,1.3,1.8,0.4,0.1,0.1,2.2,0.0,8.0,0.2,3.5,0.0,0.025,0.024,0.071,0.009,0.6,0.1,0.015,0.0,0.0,0.0,0.0,1.0,0.057,0.2,2.2,0.052,22.9,34.0,0.035,0.4,7.2,group3,italian salami,43
396,396,1.6,0.1,0.2,0.3,0.3,0.1,5.5,0.0,18.8,0.3,20.2,0.0,0.094,0.096,0.044,0.011,1.0,0.2,0.024,0.0,0.0,0.1,0.0,1.4,0.047,0.4,5.6,0.074,85.1,83.7,0.043,0.7,9.2,group3,turkey ham,38
397,397,4.5,1.2,1.9,1.1,1.3,0.8,3.2,0.1,21.0,0.3,18.1,0.025,0.046,0.098,0.0,0.085,0.7,0.1,0.004,3.7,0.032,0.1,0.037,34.4,0.04,0.8,4.5,0.086,31.9,37.8,0.059,0.4,48.096,group3,turkey bologna,59
398,398,0.6,0.1,0.2,0.2,0.4,0.1,2.4,0.0,7.8,0.1,12.2,0.038,0.0,0.084,0.021,0.076,0.087,1.1,0.089,0.006,0.0,0.049,0.007,0.0,2.2,0.023,0.051,3.0,0.025,39.8,59.4,0.097,3.572,group3,sliced turkey breast,17
399,399,9.0,3.2,4.2,1.0,0.7,0.0,3.5,0.0,15.4,0.4,13.8,0.0,0.072,0.011,0.028,0.074,0.8,0.2,0.025,0.0,0.094,0.038,0.058,2.5,0.041,0.2,3.9,0.092,24.1,56.6,0.058,0.5,15.9,group3,luncheon meat pork beef,99
400,400,7.8,3.1,3.7,0.4,1.3,0.6,3.3,0.0,17.1,0.3,16.6,0.4,0.043,0.019,0.052,0.031,0.014,0.7,0.1,0.085,4.6,0.083,0.2,0.053,6.3,0.01,0.4,3.9,0.055,46.2,105.3,0.018,12.962,group3,beef bologna,90
401,401,22.9,6.8,8.9,5.6,2.5,0.0,24.3,0.0,80.4,1.9,26.7,0.0,0.04,0.021,0.045,0.2,2.9,0.0,0.3,0.0,0.076,0.8,0.028,7.4,0.1,1.7,23.8,0.0,377.2,323.9,0.092,2.5,58.8,group3,turkey bacon cooked,313
402,402,5.1,1.4,2.1,0.7,0.0,0.0,31.0,0.0,94.8,0.025,71.8,0.2,0.0,0.3,0.038,0.014,0.6,9.7,3.4,0.9,0.0,0.0,0.3,0.044,8.7,0.3,5.5,31.6,0.085,293.2,408.8,0.044,37.595,group3,ground emu cooked,178
403,403,1.5,0.5,0.5,0.3,0.0,0.0,19.0,0.0,56.1,0.067,64.6,0.0,0.2,0.034,0.097,0.3,4.1,1.0,0.4,0.0,0.0,0.2,0.0,4.3,0.1,2.0,18.7,0.06,187.0,272.0,0.026,3.3,26.8,group3,ostrich leg raw,94
404,404,2.4,0.8,1.0,0.5,0.0,0.0,20.1,0.0,62.1,0.086,63.0,0.0,0.2,0.011,0.03,0.3,4.4,1.1,0.5,0.0,0.0,0.2,0.0,4.3,0.1,3.6,19.6,0.088,192.1,280.5,0.005,3.4,30.4,group3,ostrich strip raw,108
405,405,9.1,2.3,3.6,1.3,0.0,0.0,123.2,0.0,323.1,0.2,261.7,0.0,1.4,0.05,0.062,2.4,38.7,13.3,3.6,0.0,0.0,0.9,0.0,23.6,0.9,18.0,118.2,0.1,1071.7,1564.2,0.2,12.6,173.9,group3,emu fillet cooked,607
406,406,2.7,1.0,1.0,0.6,0.0,0.0,18.8,0.0,68.0,0.005,63.3,0.0,0.2,0.1,0.049,0.2,4.1,1.0,0.4,0.0,0.0,0.2,0.0,5.1,0.1,4.1,18.7,0.019,187.0,272.0,0.087,3.3,30.7,group3,ostrich tenderloin raw,105
407,407,8.4,2.7,3.6,1.7,0.0,0.0,134.7,0.0,378.6,0.5,267.5,0.084,1.7,0.042,0.084,2.6,42.3,14.6,3.9,0.0,0.0,1.0,0.0,25.0,1.1,30.2,137.3,0.1,1277.1,1297.9,0.2,21.2,198.375,group3,emu drums cooked,649
408,408,0.1,0.015,0.093,0.074,0.0,0.0,5.6,0.0,14.2,0.099,22.2,0.089,0.024,0.087,0.019,0.084,0.3,0.0,0.088,0.0,0.0,0.1,0.081,33.4,0.08,0.4,5.7,0.0,50.9,65.1,0.035,0.3,39.567,group3,green turtle raw,25
409,409,21.6,8.7,8.2,1.0,0.0,0.0,63.6,0.0,177.5,0.2,162.7,0.0,0.3,0.015,0.006,0.7,14.9,0.0,1.0,0.0,0.0,0.5,0.011,35.0,0.4,8.0,57.5,0.0,532.5,882.5,0.006,13.4,128.2,group3,ground bison cooked,448
410,410,10.5,3.2,4.7,0.8,0.0,0.0,93.4,0.0,258.6,0.4,344.0,0.0,0.5,0.084,0.03,2.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.2,12.8,0.0,0.2,816.5,1746.4,0.01,18.1,175.7,group3,goat meat raw,494
411,411,4.7,1.2,1.9,0.7,0.0,0.0,26.6,0.0,80.7,0.062,85.3,0.0,0.3,0.073,0.051,0.5,8.8,3.2,0.8,0.0,0.0,0.3,0.0,8.2,0.2,4.7,28.1,0.02,259.7,374.4,0.061,4.1,44.2,group3,ground emu raw,157
412,412,9.5,2.4,2.9,1.0,0.0,0.0,22.0,0.0,77.4,0.021,77.5,0.0,0.2,0.071,0.032,0.3,4.8,1.2,0.5,0.0,0.0,0.3,0.0,7.6,0.1,3.2,21.8,0.025,216.9,317.2,0.067,3.8,42.3,group3,ground ostrich raw,180
413,413,2.2,0.9,0.8,0.4,0.0,0.0,24.2,0.0,72.3,0.086,58.2,0.0,0.2,0.02,0.077,0.2,6.1,1.1,0.5,0.0,0.0,0.2,0.0,5.1,0.1,2.4,21.3,0.013,213.4,307.7,0.019,4.1,33.9,group3,ostrich tip cooked,123
414,414,6.4,2.5,2.0,1.0,0.0,0.0,38.0,0.0,141.2,0.004,86.4,0.1,0.4,0.055,0.032,1.1,7.8,2.0,0.5,0.0,0.0,1.2,0.009,6.6,0.4,6.3,31.7,0.049,283.8,323.4,0.073,5.7,57.4,group3,caribou cooked,210
415,415,6.6,1.7,2.0,0.7,0.0,0.0,24.3,0.0,77.2,0.099,62.4,0.2,0.0,0.2,0.045,0.044,0.2,6.1,1.1,0.5,0.0,0.033,0.2,0.0,7.4,0.1,3.2,21.4,0.076,208.3,300.4,0.033,31.712,group3,ground ostrich cooked,163
416,416,1.6,0.6,0.6,0.3,0.0,0.0,24.7,0.0,62.1,0.016,59.5,0.0,0.2,0.074,0.023,0.3,6.2,1.1,0.5,0.0,0.0,0.2,0.0,5.1,0.1,2.7,21.3,0.035,207.4,299.2,0.05,4.0,34.1,group3,ostrich leg cooked,120
417,417,3.3,1.1,1.1,0.3,0.0,0.0,23.9,0.0,79.1,0.029,57.8,0.1,0.0,0.2,0.082,0.062,0.2,6.0,1.1,0.5,0.0,0.0,0.2,0.046,5.1,0.1,2.8,21.3,0.075,208.3,300.1,0.017,27.982,group3,ostrich top loin cooked,132
418,418,3.6,1.5,1.5,0.6,0.0,0.0,25.0,0.0,82.5,0.034,56.6,0.0,0.2,0.012,0.081,0.3,6.3,1.2,0.5,0.0,0.0,0.2,0.0,4.3,0.1,4.1,22.1,0.013,215.1,311.1,0.018,4.2,37.0,group3,ostrich strip cooked,139
419,419,2.0,0.7,0.7,0.4,0.0,0.0,18.6,0.0,61.2,0.041,64.7,0.0,0.2,0.099,0.017,0.2,4.0,1.0,0.4,0.0,0.0,0.2,0.0,4.3,0.1,2.4,18.7,0.034,181.1,263.5,0.033,3.2,27.3,group3,ostrich tip raw,97
420,420,2.0,0.7,0.7,0.4,0.0,0.0,18.7,0.0,60.4,0.074,64.3,0.0,0.2,0.087,0.012,0.2,4.0,1.0,0.4,0.0,0.0,0.2,0.0,4.3,0.1,3.0,18.7,0.018,183.6,267.8,0.073,3.2,28.0,group3,ostrich round raw,99
421,421,6.1,2.5,2.3,0.3,0.099,0.0,17.2,0.0,46.8,0.042,60.9,0.0,0.1,0.02,0.008,0.2,4.5,0.0,0.3,0.0,0.0,0.2,0.023,9.4,0.1,2.4,17.9,0.0,164.9,278.8,0.014,3.9,35.102,group3,ground bison raw,124
422,422,2.3,0.8,0.8,0.4,0.0,0.0,18.5,0.0,62.1,0.04,64.5,0.0,0.2,0.045,0.09,0.2,4.0,1.0,0.4,0.0,0.0,0.2,0.0,5.1,0.1,3.7,18.7,0.018,179.4,261.8,0.003,3.2,29.6,group3,ostrich fan raw,99
423,423,2.5,1.0,0.9,0.5,0.0,0.0,18.4,0.0,63.8,0.073,64.0,0.0,0.2,0.042,0.032,0.2,4.0,1.0,0.4,0.0,0.0,0.2,0.0,5.1,0.1,2.7,18.7,0.082,181.9,265.2,0.099,3.2,28.7,group3,ostrich top loin raw,101
424,424,32.6,7.4,5.9,5.1,0.0,0.0,38.9,0.0,10509.0,0.5,260.7,0.0,0.3,0.024,0.084,0.7,8.2,3.4,0.6,44.1,0.0,0.0,0.0,54.2,0.9,5.7,54.2,0.1,1305.2,725.5,0.055,5.5,175.5,group3,veal brain cooked,461
425,425,25.8,11.1,11.8,1.0,0.0,0.0,65.9,0.0,606.9,0.2,163.4,0.0,0.2,0.098,0.016,0.9,3.7,1.9,0.4,15.3,0.0,0.0,0.0,23.0,0.5,5.3,45.9,0.1,423.3,413.1,0.016,11.5,135.3,group3,veal tongue cooked,515
426,426,1.3,0.4,0.3,0.3,0.057,0.0,8.1,0.0,60.0,0.024,18.6,0.016,0.0,0.062,0.047,0.05,0.3,1.9,0.5,0.048,0.0,0.022,0.089,0.038,1.4,0.2,1.8,5.9,0.03,71.9,62.0,0.015,9.714,group3,beef heart cooked,47
427,427,4.3,1.2,0.6,1.1,0.0,0.0,14.3,0.0,343.4,0.083,33.9,5.7,0.1,0.4,0.096,1.4,5.9,2.3,0.5,12.0,0.0,0.083,0.068,10.1,0.6,0.9,13.8,0.2,165.4,81.1,0.022,2.4,47.3,group3,turkey liver cooked,100
428,428,0.9,0.3,0.3,0.066,0.0,0.0,6.4,0.0,99.1,0.036,20.8,0.0,0.055,0.052,0.095,0.084,1.0,0.3,0.005,11.2,0.0,0.079,0.0,1.1,0.029,0.4,6.8,0.063,177.4,123.1,0.059,0.6,20.0,group3,veal thymus cooked,35
429,429,55.6,13.1,14.0,8.1,0.0,0.0,44.1,0.0,7002.5,0.6,248.3,0.0,0.5,0.097,0.057,0.9,13.3,2.0,1.4,11.6,0.0,0.0,0.0,31.6,0.8,7.8,52.7,0.1,1354.9,1242.5,0.09,4.7,150.7,group3,beef brain cooked,688
430,430,38.2,13.1,13.2,7.1,0.0,0.0,60.2,0.0,581.6,0.1,123.4,0.0,0.4,0.093,0.052,1.1,8.8,9.4,0.4,45.1,0.0,0.0,0.0,35.5,0.2,5.8,46.6,0.5,1005.7,546.1,0.1,10.2,184.8,group3,beef pancreas cooked,602
431,431,3.4,1.2,1.4,0.2,1.7,0.0,10.0,0.0,133.5,0.045,69.4,0.0,0.0,0.038,0.053,0.0,0.4,0.089,0.0,0.0,0.0,0.1,0.0,68.9,0.0,0.6,12.8,0.041,56.1,35.7,0.01,1.5,84.6,group3,beef tripe cooked,80
432,432,3.9,1.0,0.8,0.5,0.0,0.0,44.1,0.0,536.5,0.069,98.5,0.0,0.094,0.074,0.095,0.3,4.5,0.7,0.1,0.0,0.0,0.3,0.0,24.7,0.2,4.6,4.4,0.1,274.1,259.6,0.047,6.4,77.3,group3,chicken gizzard cooked,223
433,433,26.5,9.1,9.2,5.0,0.0,0.0,69.8,0.0,771.8,0.1,147.7,0.0,0.2,0.086,0.058,1.6,7.9,11.6,1.1,14.0,0.0,0.0,0.0,39.2,0.3,6.6,56.4,0.5,713.0,411.6,0.2,10.5,156.1,group3,pork pancreas cooked,537
434,434,6.3,2.3,2.9,0.2,0.0,0.0,5.5,0.0,37.4,0.029,16.4,0.0,0.042,0.007,0.072,0.025,1.0,0.2,0.067,0.4,0.067,0.074,0.049,1.4,0.048,0.7,4.2,0.03,41.0,52.1,0.065,1.2,14.3,group3,beef tongue cooked,80
435,435,15.1,6.0,4.2,1.5,3.7,0.0,47.7,0.0,475.6,0.1,122.6,0.0,0.3,0.006,0.051,2.3,8.3,2.6,0.6,13.4,0.0,0.0,0.0,26.7,1.2,10.5,45.8,0.1,485.1,359.1,0.04,7.0,117.1,group3,lamb heart cooked,353
436,436,12.9,4.3,3.4,1.0,0.0,0.0,77.3,0.0,1068.8,0.2,215.5,0.0,0.1,0.035,0.06,0.9,17.1,2.7,0.1,154.9,0.0,0.0,0.0,37.0,2.8,121.2,58.5,0.2,939.4,874.7,0.3,8.6,403.3,group3,beef spleen cooked,447
437,437,10.4,3.2,2.3,2.1,0.0,0.0,48.4,0.0,1455.4,0.2,124.5,0.4,0.3,0.056,0.002,3.7,8.5,1.6,0.3,14.7,0.0,0.0,0.0,53.4,0.7,5.6,44.2,0.2,684.5,292.6,0.2,7.8,132.9,group3,veal kidneys cooked,300
438,438,11.5,3.3,2.9,3.3,0.1,0.0,38.3,0.0,350.9,0.081,94.0,0.033,0.1,0.1,0.034,1.1,4.1,3.8,0.5,2.6,0.0,0.0,0.0,27.6,0.7,13.1,29.0,0.2,288.6,191.4,0.027,10.6,93.286,group3,chicken heart cooked,268
439,439,51.7,20.0,25.5,3.2,0.0,0.0,55.0,0.0,482.0,0.2,147.5,0.0,0.2,0.082,0.027,1.1,9.4,0.9,0.4,17.9,0.0,0.0,0.0,25.5,0.5,6.7,40.8,0.076,341.7,402.9,0.072,7.6,156.8,group3,lamb tongue cooked,701
440,440,13.4,3.6,2.8,3.5,0.3,0.0,57.7,0.0,348.5,0.1,123.1,0.0,0.7,0.029,0.048,1.8,9.7,3.3,0.4,19.8,0.0,0.0,0.0,15.8,0.9,8.6,35.6,0.1,495.0,394.0,0.1,4.4,115.6,group3,veal heart cooked,368
441,441,2.8,0.9,0.6,0.6,0.5,0.0,11.3,0.0,248.2,0.079,28.7,0.006,1.9,0.1,0.2,0.015,1.0,6.1,3.7,0.4,1.2,0.0,0.3,0.0,4.4,0.2,5.7,11.9,0.2,194.5,138.6,0.052,15.238,group3,chicken liver cooked,76
442,442,34.9,15.8,12.6,1.7,0.0,0.0,52.7,0.0,924.0,0.1,137.8,0.0,0.022,0.089,0.026,0.5,5.9,2.0,0.1,46.2,0.0,0.0,0.0,27.7,0.2,4.9,43.9,0.049,995.6,672.2,0.1,6.2,166.4,group3,lamb pancreas cooked,541
443,443,10.0,3.3,2.7,0.7,0.0,0.0,83.1,0.0,1542.2,0.2,245.8,0.0,0.2,0.022,0.051,1.0,18.4,0.0,0.2,138.0,0.0,0.0,0.0,24.2,3.2,25.4,48.3,0.3,1076.4,741.8,0.3,6.6,280.7,group3,veal spleen cooked,445
444,444,29.6,11.5,6.2,4.4,8.5,0.0,102.7,0.0,1683.4,0.2,190.4,25.2,0.8,0.2,0.3,13.5,40.8,13.3,1.6,13.4,0.0,0.0,0.0,26.9,23.8,27.8,73.9,1.7,1411.2,742.6,0.4,26.5,234.1,group3,lamb liver cooked,739
445,445,2.1,0.5,0.4,0.3,0.0,0.0,11.9,0.0,203.4,0.031,31.1,0.091,0.03,0.045,0.067,0.2,2.9,0.2,0.027,2.8,0.0,0.025,0.0,7.7,0.1,1.7,9.5,0.063,84.2,86.9,0.033,1.8,26.231,group3,turkey gizzard cooked,70
446,446,14.1,4.7,3.7,1.0,0.0,0.0,78.1,0.0,1135.8,0.2,195.8,0.0,0.2,0.062,0.028,0.9,17.3,0.0,0.2,76.7,0.0,0.0,0.0,38.4,0.4,114.1,62.0,0.2,1006.0,731.6,0.1,11.6,321.4,group3,lamp spleen cooked,460
447,447,1.5,0.4,0.3,0.4,0.0,0.0,5.0,0.0,71.8,0.046,13.4,0.085,0.07,0.091,0.089,0.3,1.6,0.3,0.1,0.6,0.0,0.013,0.0,4.2,0.2,1.4,5.6,0.017,48.2,40.6,0.001,0.9,12.759,group3,turkey heart cooked,35
448,448,3.6,1.2,0.4,0.4,3.5,0.0,19.8,0.0,269.3,0.068,40.0,0.2,6.4,0.1,0.2,0.01,2.3,11.9,4.8,0.7,1.3,0.034,0.3,0.07,4.1,9.7,4.4,14.3,0.2,338.0,239.4,0.023,37.539,group3,beef liver cooked,130
449,449,11.8,4.0,3.0,1.6,0.0,0.0,75.7,0.0,1082.0,0.3,288.9,0.1,0.1,0.012,0.1,0.5,9.3,0.0,0.2,106.7,0.0,0.0,0.0,45.7,0.9,17.4,41.9,0.064,716.3,483.9,0.095,7.4,257.4,group3,lamb lungs cooked,431
450,450,36.3,8.2,6.6,5.6,0.0,0.0,46.4,0.0,9748.6,0.3,289.9,0.0,0.3,0.063,0.031,0.9,12.7,7.0,0.5,53.5,0.0,0.0,0.0,34.4,1.0,7.0,45.8,0.3,840.4,744.9,0.003,5.7,177.6,group3,pork brain cooked,527
451,451,4.0,1.5,0.8,0.2,5.9,0.0,15.4,0.0,484.1,0.1,67.5,8.8,0.5,0.7,0.022,0.8,6.1,5.8,0.7,4.2,0.0,0.0,0.0,40.4,7.1,28.7,22.6,0.0,245.3,216.2,0.067,2.9,107.4,group3,goose liver,125
452,452,6.6,2.1,2.2,0.5,0.0,0.0,35.6,0.0,672.0,0.1,96.2,0.1,0.6,0.098,0.028,2.2,8.1,4.0,0.6,14.8,0.0,0.0,0.0,18.2,1.0,7.4,25.2,0.2,336.0,200.2,0.4,5.8,82.7,group3,pork kidneys cooked,211
453,453,35.3,9.0,6.4,3.6,0.0,0.0,43.5,0.0,7089.2,0.5,262.8,0.0,0.4,0.007,0.088,0.8,8.6,3.4,0.4,41.6,0.0,0.0,0.0,41.6,0.7,5.8,48.6,0.2,1169.4,711.4,0.066,4.7,167.8,group3,lamb brain cooked,503
454,454,7.3,1.9,1.7,1.9,0.6,0.0,34.2,0.0,320.5,0.053,98.7,0.017,0.8,0.023,0.0,2.5,8.8,3.6,0.6,2.9,0.0,0.0,0.0,10.2,0.7,8.5,34.8,0.1,258.1,298.7,0.082,4.5,63.745,group3,pork heart cooked,215
455,455,9.2,3.1,2.0,1.7,2.5,0.0,60.3,0.0,1440.8,0.4,179.6,0.3,0.9,0.2,0.2,5.3,15.3,5.2,0.3,30.6,0.0,0.0,0.0,45.9,0.9,31.6,51.0,0.4,739.5,453.9,0.6,9.7,180.4,group3,lamb kidneys cooked,349
456,456,11.2,3.8,2.9,1.5,0.0,0.0,61.8,0.0,839.3,0.3,231.5,0.095,0.1,0.062,0.09,0.4,7.6,1.9,0.066,99.1,0.0,0.0,0.0,33.3,0.7,16.4,30.3,0.015,539.3,524.2,0.2,5.0,221.858,group3,beef lungs cooked,364
457,457,35.0,12.0,12.1,6.5,0.0,0.0,69.8,0.0,0.0,0.2,133.7,0.0,0.4,0.068,0.082,1.2,10.0,0.0,0.5,14.4,0.0,0.0,0.0,43.2,0.2,5.7,57.6,0.6,1228.8,667.2,0.098,12.5,168.1,group3,veal pancreas cooked,614
458,458,15.6,5.0,2.2,3.7,13.3,0.0,92.1,0.0,1256.7,0.2,227.7,19.1,0.9,0.6,0.071,7.8,29.9,16.9,2.0,83.5,0.0,0.0,0.0,35.4,2.2,63.4,49.6,1.1,853.1,531.0,0.2,23.8,322.4,group3,pork liver cooked,584
459,459,1.3,0.3,0.2,0.2,0.0,0.0,7.7,0.0,202.6,0.029,18.9,0.0,0.001,0.073,0.013,0.8,1.1,0.4,0.1,0.0,0.095,0.099,0.0,5.4,0.2,1.6,3.4,0.007,86.0,38.2,0.049,0.8,16.0,group3,beef kidneys cooked,45
